account_no,family_members,segment_gender_f,segment_gender_m,age_group,district,region,segment_cd_lifestyle,segment_dsc_lifestyle,segment_cd_value_cnt,segment_dsc_value_cnt,segment_cd_lifestage,segment_dsc_lifestage,segment_cd_pss,segment_dsc_pss
839909436667,2,1,1,45-55 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,7,Occasional Small,4,Family With Kids,4,Medium Ps
839915138701,3,1,1,35-45 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,2,Loyal Medium,2,Senior,1,Very High Ps
839920059725,3,1,1,45-55 anos,faro,sul,2,Os Urbanos Sofisticados,4,Frequent Medium,2,Senior,1,Very High Ps
839922490561,3,1,1,45-55 anos,porto,litoral norte,3,Os Pais Práticos,5,Frequent Small,5,Active Adults,5,Low Price/own Brand
839929545240,3,1,0,55-65 anos,porto,litoral norte,1,Os Saudáveis Exigentes,2,Loyal Medium,5,Active Adults,6,Neutral Ps
839931705574,4,1,0,35-45 anos,castelo branco,interior centro,4,Os Generalistas Disciplinados,8,No Value,2,Senior,7,No Ps
839934720727,5,1,0,45-55 anos,porto,litoral norte,3,Os Pais Práticos,1,Loyal Large,3,Family With Young Adults,6,Neutral Ps
839937237031,2,1,0,45-55 anos,viseu,interior norte,3,Os Pais Práticos,8,No Value,4,Family With Kids,3,Medium-high Ps
839941949432,3,1,0,45-55 anos,aveiro,litoral norte,5,Os Tradicionais Frequentes,8,No Value,2,Senior,3,Medium-high Ps
839944984713,3,1,0,>=65 anos,ilha da madeira,litoral sul,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,1,Very High Ps
839946293131,5,0,1,>=65 anos,ilha da madeira,litoral sul,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,6,Neutral Ps
839955240457,3,0,1,55-65 anos,aveiro,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839955392580,16,1,0,35-45 anos,aveiro,litoral norte,3,Os Pais Práticos,2,Loyal Medium,4,Family With Kids,1,Very High Ps
839961541562,4,1,1,55-65 anos,aveiro,litoral norte,3,Os Pais Práticos,7,Occasional Small,4,Family With Kids,1,Very High Ps
839962790430,8,1,0,45-55 anos,santarém,interior centro,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839974026728,1,1,1,>=65 anos,setúbal,litoral sul,5,Os Tradicionais Frequentes,5,Frequent Small,2,Senior,2,High Ps
839976879032,3,0,1,45-55 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839977798865,14,1,0,55-65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,5,Frequent Small,3,Family With Young Adults,2,High Ps
839981050020,4,1,0,>=65 anos,santarém,interior centro,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,6,Neutral Ps
839983990740,4,1,1,55-65 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,8,No Value,5,Active Adults,4,Medium Ps
839997355805,4,0,1,45-55 anos,aveiro,litoral norte,3,Os Pais Práticos,8,No Value,6,No Value,9,No Value
839999967576,0,0,1,45-55 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,8,No Value,4,Family With Kids,8,Price Upscale
840003684660,2,0,1,>=65 anos,na,NA,5,Os Tradicionais Frequentes,8,No Value,6,No Value,4,Medium Ps
840005390221,2,1,0,>=65 anos,coimbra,litoral centro,5,Os Tradicionais Frequentes,8,No Value,6,No Value,9,No Value
840005862629,2,1,0,25-35 anos,castelo branco,interior centro,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840006372967,2,1,0,55-65 anos,lisboa,litoral sul,3,Os Pais Práticos,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
840007132860,3,1,0,35-45 anos,leiria,litoral centro,5,Os Tradicionais Frequentes,4,Frequent Medium,3,Family With Young Adults,2,High Ps
840010233933,3,0,1,55-65 anos,porto,litoral norte,1,Os Saudáveis Exigentes,8,No Value,2,Senior,4,Medium Ps
840024558930,4,1,0,45-55 anos,santarém,interior centro,6,Os Económicos Focados,4,Frequent Medium,3,Family With Young Adults,6,Neutral Ps
840026886963,6,1,0,35-45 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,8,No Value,5,Active Adults,4,Medium Ps
840029936672,3,0,1,55-65 anos,aveiro,litoral norte,3,Os Pais Práticos,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
840034723413,3,1,1,>=65 anos,setúbal,litoral sul,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,6,Neutral Ps
840036125314,1,1,0,55-65 anos,aveiro,litoral norte,5,Os Tradicionais Frequentes,8,No Value,6,No Value,9,No Value
840053253304,2,1,1,>=65 anos,coimbra,litoral centro,1,Os Saudáveis Exigentes,6,Occasional Medium,1,Family Supporters,2,High Ps
840059584956,3,0,1,>=65 anos,castelo branco,interior centro,5,Os Tradicionais Frequentes,2,Loyal Medium,2,Senior,6,Neutral Ps
840061711773,4,1,0,>=65 anos,vila real,interior norte,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,8,Price Upscale
840084820803,4,0,1,45-55 anos,setúbal,litoral sul,3,Os Pais Práticos,6,Occasional Medium,5,Active Adults,5,Low Price/own Brand
840085036470,1,1,0,45-55 anos,aveiro,litoral norte,6,Os Económicos Focados,5,Frequent Small,5,Active Adults,5,Low Price/own Brand
840085185960,5,1,0,25-35 anos,braga,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,4,Family With Kids,4,Medium Ps
840097112285,2,0,1,>=65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,8,No Value,6,No Value,9,No Value
840100555535,1,1,1,25-35 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,5,Active Adults,6,Neutral Ps
840100722456,2,1,0,35-45 anos,ilha de são miguel,INSCO,7,Os Promocionais Atentos,8,No Value,5,Active Adults,4,Medium Ps
840101772870,4,0,1,35-45 anos,setúbal,litoral sul,5,Os Tradicionais Frequentes,3,Loyal Small,5,Active Adults,6,Neutral Ps
840102421958,3,1,1,45-55 anos,porto,litoral norte,6,Os Económicos Focados,5,Frequent Small,4,Family With Kids,3,Medium-high Ps
840105466652,1,0,1,>=65 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840108037507,3,0,1,45-55 anos,porto,litoral norte,6,Os Económicos Focados,8,No Value,5,Active Adults,5,Low Price/own Brand
840119215687,2,1,0,35-45 anos,na,NA,4,Os Generalistas Disciplinados,6,Occasional Medium,4,Family With Kids,1,Very High Ps
840119883029,0,1,0,55-65 anos,na,NA,1,Os Saudáveis Exigentes,8,No Value,6,No Value,9,No Value
840126332226,2,1,0,>=65 anos,na,NA,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
840131788619,4,1,0,45-55 anos,santarém,interior centro,7,Os Promocionais Atentos,8,No Value,2,Senior,9,No Value
840134542980,5,1,0,55-65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,8,No Value,5,Active Adults,2,High Ps
840151754642,3,0,1,>=65 anos,braga,litoral norte,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,3,Medium-high Ps
840159208950,2,1,1,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,4,Family With Kids,4,Medium Ps
840167726794,3,1,0,25-35 anos,portalegre,interior centro,3,Os Pais Práticos,7,Occasional Small,5,Active Adults,4,Medium Ps
840167892509,2,1,1,>=65 anos,porto,litoral norte,4,Os Generalistas Disciplinados,7,Occasional Small,2,Senior,4,Medium Ps
840170131926,0,1,1,25-35 anos,na,NA,2,Os Urbanos Sofisticados,5,Frequent Small,5,Active Adults,5,Low Price/own Brand
840171242013,0,1,0,25-35 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,7,Occasional Small,5,Active Adults,7,No Ps
840181129502,0,1,1,25-35 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,6,Occasional Medium,4,Family With Kids,8,Price Upscale
840191360827,1,1,0,25-35 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,7,No Ps
840196103221,4,1,1,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,4,Family With Kids,1,Very High Ps
840197244695,1,0,1,55-65 anos,lisboa,litoral sul,8,Sem Valor,8,No Value,6,No Value,9,No Value
840198021332,4,0,1,25-35 anos,lisboa,litoral sul,6,Os Económicos Focados,7,Occasional Small,2,Senior,3,Medium-high Ps
840202298535,0,0,1,NA,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840211253907,2,0,1,>=65 anos,leiria,litoral centro,4,Os Generalistas Disciplinados,8,No Value,1,Family Supporters,8,Price Upscale
840218452467,0,1,0,25-35 anos,lisboa,litoral sul,6,Os Económicos Focados,4,Frequent Medium,5,Active Adults,5,Low Price/own Brand
840220701355,1,1,0,25-35 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,5,Active Adults,5,Low Price/own Brand
840223649500,6,0,1,35-45 anos,santarém,interior centro,6,Os Económicos Focados,2,Loyal Medium,5,Active Adults,6,Neutral Ps
840230234782,2,1,0,35-45 anos,porto,litoral norte,4,Os Generalistas Disciplinados,4,Frequent Medium,4,Family With Kids,3,Medium-high Ps
840230400538,2,1,0,25-35 anos,porto,litoral norte,3,Os Pais Práticos,5,Frequent Small,4,Family With Kids,2,High Ps
840232657579,2,0,1,35-45 anos,faro,sul,7,Os Promocionais Atentos,8,No Value,5,Active Adults,5,Low Price/own Brand
840238956297,0,0,1,25-35 anos,na,NA,3,Os Pais Práticos,8,No Value,2,Senior,9,No Value
840239972781,0,0,1,25-35 anos,bragança,interior norte,1,Os Saudáveis Exigentes,6,Occasional Medium,5,Active Adults,2,High Ps
840241395448,1,1,0,25-35 anos,lisboa,litoral sul,3,Os Pais Práticos,8,No Value,3,Family With Young Adults,2,High Ps
840245432569,5,1,0,18-25 anos,setúbal,litoral sul,7,Os Promocionais Atentos,6,Occasional Medium,6,No Value,9,No Value
840252790399,0,1,1,45-55 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,5,Active Adults,1,Very High Ps
840252946557,0,0,1,25-35 anos,porto,litoral norte,2,Os Urbanos Sofisticados,7,Occasional Small,5,Active Adults,2,High Ps
840254056039,1,1,0,55-65 anos,coimbra,litoral centro,5,Os Tradicionais Frequentes,6,Occasional Medium,3,Family With Young Adults,4,Medium Ps
840265192856,4,1,0,25-35 anos,castelo branco,interior centro,2,Os Urbanos Sofisticados,5,Frequent Small,5,Active Adults,2,High Ps
840269815553,3,1,0,25-35 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,8,No Value,5,Active Adults,8,Price Upscale
840270201744,4,0,1,35-45 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,4,Frequent Medium,5,Active Adults,6,Neutral Ps
840273055405,2,0,1,>=65 anos,leiria,litoral centro,8,Sem Valor,7,Occasional Small,2,Senior,9,No Value
840277863143,4,1,0,35-45 anos,setúbal,litoral sul,3,Os Pais Práticos,5,Frequent Small,5,Active Adults,3,Medium-high Ps
840281315720,2,0,1,55-65 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,8,No Value,2,Senior,8,Price Upscale
840282196909,2,1,0,25-35 anos,aveiro,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840282315559,2,1,0,25-35 anos,santarém,interior centro,4,Os Generalistas Disciplinados,4,Frequent Medium,3,Family With Young Adults,5,Low Price/own Brand
840288247895,3,0,1,25-35 anos,faro,sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840293064067,1,1,0,18-25 anos,porto,litoral norte,2,Os Urbanos Sofisticados,6,Occasional Medium,4,Family With Kids,5,Low Price/own Brand
840299536769,0,0,0,45-55 anos,na,NA,8,Sem Valor,8,No Value,6,No Value,9,No Value
840303147872,2,0,1,25-35 anos,lisboa,litoral sul,7,Os Promocionais Atentos,4,Frequent Medium,3,Family With Young Adults,2,High Ps
840305076873,4,0,1,25-35 anos,porto,litoral norte,3,Os Pais Práticos,1,Loyal Large,3,Family With Young Adults,5,Low Price/own Brand
840305488591,3,1,0,NA,leiria,litoral centro,2,Os Urbanos Sofisticados,3,Loyal Small,5,Active Adults,2,High Ps
840305730901,2,1,0,>=65 anos,na,NA,7,Os Promocionais Atentos,8,No Value,2,Senior,9,No Value
847000114442,1,1,1,>=65 anos,faro,sul,5,Os Tradicionais Frequentes,2,Loyal Medium,2,Senior,6,Neutral Ps
847099876012,0,0,1,>=65 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
847100597548,0,0,1,35-45 anos,setúbal,litoral sul,1,Os Saudáveis Exigentes,4,Frequent Medium,4,Family With Kids,1,Very High Ps
847108771097,0,1,1,25-35 anos,porto,litoral norte,3,Os Pais Práticos,6,Occasional Medium,4,Family With Kids,5,Low Price/own Brand
847113779781,0,1,0,25-35 anos,porto,litoral norte,8,Sem Valor,8,No Value,6,No Value,9,No Value
847198404882,0,1,0,55-65 anos,coimbra,litoral centro,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,5,Low Price/own Brand
849409849189,0,0,0,18-25 anos,na,NA,2,Os Urbanos Sofisticados,8,No Value,5,Active Adults,5,Low Price/own Brand
849415255673,0,0,0,45-55 anos,na,NA,2,Os Urbanos Sofisticados,8,No Value,5,Active Adults,8,Price Upscale
849417009854,0,0,0,25-35 anos,na,NA,3,Os Pais Práticos,8,No Value,6,No Value,9,No Value
849417513160,0,0,0,18-25 anos,na,NA,2,Os Urbanos Sofisticados,7,Occasional Small,3,Family With Young Adults,8,Price Upscale
849418317453,0,1,0,18-25 anos,leiria,litoral centro,3,Os Pais Práticos,8,No Value,6,No Value,9,No Value
849422745747,0,1,0,25-35 anos,vila real,interior norte,3,Os Pais Práticos,4,Frequent Medium,4,Family With Kids,6,Neutral Ps
849424481346,0,0,1,25-35 anos,lisboa,litoral sul,6,Os Económicos Focados,5,Frequent Small,3,Family With Young Adults,5,Low Price/own Brand
849427475144,0,0,0,35-45 anos,na,NA,6,Os Económicos Focados,4,Frequent Medium,5,Active Adults,2,High Ps
849428609586,0,1,0,25-35 anos,aveiro,litoral norte,6,Os Económicos Focados,3,Loyal Small,5,Active Adults,3,Medium-high Ps
849430630493,0,0,0,35-45 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839903045646,2,0,1,45-55 anos,évora,interior sul,5,Os Tradicionais Frequentes,6,Occasional Medium,6,No Value,9,No Value
839909078317,3,1,0,>=65 anos,lisboa,litoral sul,2,Os Urbanos Sofisticados,7,Occasional Small,2,Senior,5,Low Price/own Brand
839915552948,3,1,0,>=65 anos,braga,litoral norte,5,Os Tradicionais Frequentes,1,Loyal Large,2,Senior,8,Price Upscale
839916688861,4,1,0,45-55 anos,castelo branco,interior centro,5,Os Tradicionais Frequentes,2,Loyal Medium,5,Active Adults,6,Neutral Ps
839918743230,4,1,1,>=65 anos,aveiro,litoral norte,3,Os Pais Práticos,6,Occasional Medium,1,Family Supporters,5,Low Price/own Brand
839923111260,2,0,1,>=65 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,6,No Value,9,No Value
839930551684,3,1,0,>=65 anos,vila real,interior norte,7,Os Promocionais Atentos,8,No Value,2,Senior,9,No Value
839943869939,4,0,1,55-65 anos,viseu,interior norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
839944284752,0,1,0,55-65 anos,faro,sul,7,Os Promocionais Atentos,7,Occasional Small,4,Family With Kids,2,High Ps
839953167968,5,1,1,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,8,No Value,2,Senior,2,High Ps
839954936887,4,1,0,45-55 anos,porto,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,4,Medium Ps
839957083441,3,1,1,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,5,Frequent Small,2,Senior,1,Very High Ps
839960454990,4,1,0,>=65 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,4,Medium Ps
839960773087,3,1,1,45-55 anos,braga,litoral norte,6,Os Económicos Focados,8,No Value,5,Active Adults,9,No Value
839970831005,2,1,0,45-55 anos,na,NA,2,Os Urbanos Sofisticados,4,Frequent Medium,3,Family With Young Adults,6,Neutral Ps
839974185036,2,0,1,>=65 anos,setúbal,litoral sul,8,Sem Valor,8,No Value,6,No Value,9,No Value
839981268425,0,1,0,>=65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,7,Occasional Small,1,Family Supporters,4,Medium Ps
839982453516,2,1,0,>=65 anos,porto,litoral norte,4,Os Generalistas Disciplinados,5,Frequent Small,1,Family Supporters,4,Medium Ps
839982723029,4,1,1,45-55 anos,beja,interior sul,1,Os Saudáveis Exigentes,8,No Value,2,Senior,8,Price Upscale
839987466214,2,1,1,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,3,Loyal Small,2,Senior,1,Very High Ps
839990601213,3,0,1,45-55 anos,setúbal,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,3,Family With Young Adults,6,Neutral Ps
840000222094,3,1,0,35-45 anos,setúbal,litoral sul,3,Os Pais Práticos,4,Frequent Medium,4,Family With Kids,6,Neutral Ps
840001090955,3,1,0,45-55 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,6,Occasional Medium,3,Family With Young Adults,2,High Ps
840010385468,1,1,0,>=65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,5,Frequent Small,1,Family Supporters,5,Low Price/own Brand
840040659931,2,0,1,>=65 anos,viana do castelo,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,2,Senior,5,Low Price/own Brand
840051156812,2,1,0,45-55 anos,na,NA,4,Os Generalistas Disciplinados,6,Occasional Medium,3,Family With Young Adults,5,Low Price/own Brand
840053288375,2,1,0,55-65 anos,lisboa,litoral sul,1,Os Saudáveis Exigentes,1,Loyal Large,5,Active Adults,2,High Ps
840063081546,2,1,0,>=65 anos,na,NA,2,Os Urbanos Sofisticados,1,Loyal Large,2,Senior,1,Very High Ps
840092001720,2,0,1,35-45 anos,porto,litoral norte,3,Os Pais Práticos,8,No Value,4,Family With Kids,8,Price Upscale
840101972584,3,1,0,35-45 anos,aveiro,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,4,Family With Kids,5,Low Price/own Brand
840106980126,1,1,0,35-45 anos,lisboa,litoral sul,7,Os Promocionais Atentos,8,No Value,4,Family With Kids,7,No Ps
840107513286,2,1,0,55-65 anos,évora,interior sul,7,Os Promocionais Atentos,6,Occasional Medium,4,Family With Kids,4,Medium Ps
840113295814,5,0,1,45-55 anos,braga,litoral norte,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840113974866,2,1,1,>=65 anos,porto,litoral norte,5,Os Tradicionais Frequentes,6,Occasional Medium,2,Senior,5,Low Price/own Brand
840118260667,6,1,0,25-35 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840120396153,2,1,0,35-45 anos,leiria,litoral centro,3,Os Pais Práticos,7,Occasional Small,5,Active Adults,7,No Ps
840122139126,2,0,1,45-55 anos,viana do castelo,litoral norte,2,Os Urbanos Sofisticados,4,Frequent Medium,5,Active Adults,6,Neutral Ps
840124316013,11,0,1,45-55 anos,na,NA,6,Os Económicos Focados,7,Occasional Small,5,Active Adults,3,Medium-high Ps
840125057403,3,1,0,35-45 anos,porto,litoral norte,3,Os Pais Práticos,7,Occasional Small,4,Family With Kids,3,Medium-high Ps
840136444742,0,1,0,35-45 anos,évora,interior sul,5,Os Tradicionais Frequentes,7,Occasional Small,5,Active Adults,3,Medium-high Ps
840139801440,5,1,0,35-45 anos,porto,litoral norte,3,Os Pais Práticos,2,Loyal Medium,4,Family With Kids,3,Medium-high Ps
840140931870,2,0,1,55-65 anos,aveiro,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,5,Active Adults,3,Medium-high Ps
840141155466,3,1,0,>=65 anos,ilha da madeira,litoral sul,4,Os Generalistas Disciplinados,4,Frequent Medium,2,Senior,6,Neutral Ps
840143099914,2,1,0,>=65 anos,na,NA,7,Os Promocionais Atentos,8,No Value,2,Senior,3,Medium-high Ps
840152288610,2,0,1,45-55 anos,ilha da madeira,litoral sul,4,Os Generalistas Disciplinados,4,Frequent Medium,5,Active Adults,2,High Ps
840167475241,3,0,1,>=65 anos,viana do castelo,litoral norte,5,Os Tradicionais Frequentes,4,Frequent Medium,2,Senior,2,High Ps
840171503579,2,1,0,35-45 anos,setúbal,litoral sul,4,Os Generalistas Disciplinados,8,No Value,6,No Value,9,No Value
840176569920,2,0,1,>=65 anos,porto,litoral norte,4,Os Generalistas Disciplinados,8,No Value,2,Senior,4,Medium Ps
840197176986,1,1,0,>=65 anos,santarém,interior centro,2,Os Urbanos Sofisticados,4,Frequent Medium,2,Senior,1,Very High Ps
840212170374,3,1,0,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,7,Occasional Small,2,Senior,7,No Ps
840216564568,1,0,1,25-35 anos,na,NA,2,Os Urbanos Sofisticados,4,Frequent Medium,3,Family With Young Adults,8,Price Upscale
840217196991,3,1,0,>=65 anos,lisboa,litoral sul,5,Os Tradicionais Frequentes,7,Occasional Small,2,Senior,1,Very High Ps
840219434698,2,1,0,45-55 anos,viana do castelo,litoral norte,1,Os Saudáveis Exigentes,8,No Value,2,Senior,7,No Ps
840220989326,3,1,1,35-45 anos,porto,litoral norte,7,Os Promocionais Atentos,7,Occasional Small,4,Family With Kids,9,No Value
840224563270,0,0,1,45-55 anos,na,NA,4,Os Generalistas Disciplinados,7,Occasional Small,5,Active Adults,4,Medium Ps
840225706638,2,1,0,45-55 anos,lisboa,litoral sul,6,Os Económicos Focados,8,No Value,5,Active Adults,5,Low Price/own Brand
840234562461,2,1,0,55-65 anos,na,NA,7,Os Promocionais Atentos,8,No Value,6,No Value,9,No Value
840234843263,4,1,0,25-35 anos,lisboa,litoral sul,4,Os Generalistas Disciplinados,4,Frequent Medium,4,Family With Kids,6,Neutral Ps
840236806136,4,1,0,35-45 anos,lisboa,litoral sul,3,Os Pais Práticos,2,Loyal Medium,4,Family With Kids,2,High Ps
840242140460,0,0,1,25-35 anos,viseu,interior norte,2,Os Urbanos Sofisticados,4,Frequent Medium,3,Family With Young Adults,6,Neutral Ps
840242455793,0,1,0,25-35 anos,setúbal,litoral sul,7,Os Promocionais Atentos,8,No Value,4,Family With Kids,9,No Value
840243801414,2,1,1,55-65 anos,leiria,litoral centro,7,Os Promocionais Atentos,5,Frequent Small,2,Senior,8,Price Upscale
840246820047,2,0,1,55-65 anos,santarém,interior centro,4,Os Generalistas Disciplinados,8,No Value,2,Senior,4,Medium Ps
